championStats_abilityHaste,championStats_abilityPower,championStats_armor,championStats_armorPen,championStats_armorPenPercent,championStats_attackDamage,championStats_attackSpeed,championStats_bonusArmorPenPercent,championStats_bonusMagicPenPercent,championStats_ccReduction,championStats_cooldownReduction,championStats_health,championStats_healthMax,championStats_healthRegen,championStats_lifesteal,championStats_magicPen,championStats_magicPenPercent,championStats_magicResist,championStats_movementSpeed,championStats_omnivamp,championStats_physicalVamp,championStats_power,championStats_powerMax,championStats_powerRegen,championStats_spellVamp,currentGold,damageStats_magicDamageDone,damageStats_magicDamageDoneToChampions,damageStats_magicDamageTaken,damageStats_physicalDamageDone,damageStats_physicalDamageDoneToChampions,damageStats_physicalDamageTaken,damageStats_totalDamageDone,damageStats_totalDamageDoneToChampions,damageStats_totalDamageTaken,damageStats_trueDamageDone,damageStats_trueDamageDoneToChampions,damageStats_trueDamageTaken,goldPerSecond,jungleMinionsKilled,level,minionsKilled,participantId,position_x,position_y,timeEnemySpentControlled,totalGold,xp,timestamp,info_matchId
0,376,100,0,0,105,149,0,0,7,0,2553,2553,28,0,14,39,53,375,0,0,1801,1801,38,0,23,120160,28452,5419,15991,1426,5220,144316,29879,11008,8164,0,369,0,0,17,209,3,4761,4809,677983,11483,16987,1560474,EUW1_7275124164
0,376,100,0,0,105,149,0,0,7,0,125,2553,28,0,14,39,53,375,0,0,995,1801,38,0,1662,134093,34203,5785,16316,1641,7375,158874,36061,13530,8464,216,369,0,0,17,216,3,6020,13220,711921,13121,18011,1620482,EUW1_7275124164
0,423,100,0,0,105,149,0,0,7,0,2463,2463,28,0,14,39,53,375,0,0,1801,1801,38,0,819,141863,34203,5785,16689,1641,7502,167103,36061,13657,8549,216,369,0,4,17,216,3,3494,8916,721877,13319,18156,1680488,EUW1_7275124164
0,423,107,0,0,110,152,0,0,7,0,2440,2613,29,0,14,39,55,375,0,0,1840,1840,274,0,1765,154720,34250,5785,17566,1641,7818,180997,36108,13972,8710,216,369,0,4,18,234,3,8733,9861,762846,14265,18902,1740500,EUW1_7275124164
0,549,107,0,0,110,152,0,0,15,0,0,2613,29,0,14,39,55,375,0,0,1739,1840,40,0,994,163601,39279,7435,17941,1796,8768,190785,41744,16650,9242,669,447,0,4,18,237,3,3987,8502,786770,14693,19328,1800517,EUW1_7275124164
0,549,107,0,0,110,152,0,0,15,0,2613,2613,29,0,18,44,55,380,0,0,1840,1840,40,0,366,163601,39279,7435,17941,1796,8768,190785,41744,16650,9242,669,447,0,4,18,237,3,5662,1520,786770,14815,19328,1860518,EUW1_7275124164
0,583,107,0,0,110,152,0,0,15,0,430,2613,29,0,18,44,55,380,0,0,1119,1840,40,0,895,179002,40847,9402,18780,1796,9049,207104,43313,18977,9321,669,525,0,4,18,251,3,4691,5021,835870,15345,20123,1920521,EUW1_7275124164
0,588,107,0,0,110,152,0,0,15,0,1620,2813,29,0,18,44,55,380,0,0,1398,1840,40,0,537,184258,44142,9462,19048,1947,9524,212629,46760,19512,9321,669,525,0,4,18,252,3,10828,10244,850228,16286,20718,1980528,EUW1_7275124164
0,653,107,0,0,110,152,0,0,15,0,2813,2813,29,0,18,44,55,380,0,0,1450,1840,70,0,550,196213,47700,9976,19127,1947,9627,224753,50318,20129,9412,669,525,0,8,18,253,3,6985,3952,868450,16799,21105,2040529,EUW1_7275124164
0,653,107,0,0,110,152,0,0,15,0,2407,2813,29,0,18,44,55,380,0,0,1083,1840,70,0,1017,210692,52229,9976,20084,1947,10175,253839,55345,20677,23062,1167,525,0,8,18,263,3,8721,6991,898489,17266,22208,2100553,EUW1_7275124164
0,653,107,0,0,110,152,0,0,22,0,2432,2813,29,0,18,44,55,380,0,0,962,1840,70,0,1076,213332,52229,9976,20304,1947,10175,256699,55345,20677,23062,1167,525,0,8,18,266,3,8630,8021,901763,17325,22348,2109423,EUW1_7275124164
0,0,21,0,0,25,100,0,0,0,0,580,580,0,0,0,0,30,330,0,0,480,480,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,458,271,0,500,0,0,EUW1_7275124164
0,36,21,0,0,54,100,0,0,0,0,680,680,11,0,0,0,30,330,0,0,459,505,14,0,0,210,210,0,0,0,0,220,220,0,10,10,0,0,0,1,0,4,10327,3125,3908,500,0,60017,EUW1_7275124164
0,36,21,0,0,54,100,0,0,0,0,548,680,11,0,0,0,30,330,0,0,412,530,14,0,111,1002,210,0,203,85,135,1225,316,135,20,20,0,0,0,1,4,4,11616,1499,13928,611,160,120032,EUW1_7275124164
0,56,24,0,0,56,102,0,0,0,0,761,761,11,0,0,0,30,509,0,0,596,596,15,0,76,1462,630,80,1299,218,824,2794,881,904,32,32,0,0,0,2,11,4,1828,728,23204,976,439,180044,EUW1_7275124164
0,56,28,0,0,58,104,0,0,0,0,846,846,12,0,0,0,31,330,0,0,597,614,16,0,451,2038,630,80,1982,218,828,4053,881,909,32,32,0,0,0,3,23,4,11317,1817,30419,1351,885,240066,EUW1_7275124164
0,56,32,0,0,61,106,0,0,0,0,863,934,13,0,0,0,32,330,0,0,361,683,17,0,728,3037,1116,235,2859,527,911,5952,1699,1147,55,55,0,0,0,4,28,4,10809,2313,45132,1628,1404,300144,EUW1_7275124164
0,76,37,0,0,64,109,0,0,0,0,1025,1025,14,0,0,0,34,438,0,0,1002,1002,18,0,60,4776,1116,235,3907,527,1069,8739,1699,1304,55,55,0,0,0,5,41,4,2993,705,76865,1990,1765,360148,EUW1_7275124164
0,76,37,0,0,64,109,0,0,0,0,136,1025,97,0,0,0,34,330,0,0,722,1027,18,0,507,7413,1575,396,4537,618,1892,12024,2268,2288,73,73,0,0,0,5,50,4,9389,2295,88425,2437,2103,420149,EUW1_7275124164
0,96,41,0,0,67,111,0,0,0,0,1121,1121,15,0,0,0,35,330,0,0,1047,1047,20,0,413,9808,1575,396,5072,618,1892,14954,2268,2288,73,73,0,0,0,6,58,4,12558,2456,114946,2743,2593,480176,EUW1_7275124164
0,96,41,0,0,67,111,0,0,0,0,227,1121,15,0,0,0,35,330,0,0,355,1097,20,0,657,11621,2520,449,5644,755,2743,17359,3370,3192,93,93,0,0,0,6,65,4,10583,877,129285,2992,3050,540212,EUW1_7275124164
0,122,46,0,0,69,114,0,0,0,0,0,1219,16,0,0,0,36,330,0,0,277,1143,21,0,257,12498,2520,802,5992,803,3189,18585,3418,3992,93,93,0,0,0,7,67,4,12623,1997,139206,3292,3469,600236,EUW1_7275124164
0,123,46,0,0,69,114,0,0,0,0,421,1219,99,0,0,0,36,330,0,0,761,1143,21,0,501,16573,3288,802,6515,896,4085,23227,4323,4887,138,138,0,0,0,7,74,4,10668,1248,158186,3536,3831,660248,EUW1_7275124164
0,125,51,0,0,73,117,0,0,0,0,594,1321,17,0,0,0,37,330,0,0,764,1165,23,0,915,20927,3288,802,7493,896,4241,28559,4323,5044,138,138,0,0,0,8,87,4,12573,2902,173029,3950,4621,720272,EUW1_7275124164
0,155,56,0,0,76,120,0,0,0,0,1477,1477,18,0,0,0,38,355,0,0,1407,1488,24,0,151,27235,3288,802,7961,896,4409,35335,4323,5211,138,138,0,0,0,9,98,4,10764,2244,183584,4326,5207,780298,EUW1_7275124164
0,159,56,0,0,76,120,0,0,0,0,811,1477,18,0,0,0,28,248,0,0,905,1488,24,0,496,32668,4224,1109,8365,1142,4794,41251,5585,5904,217,217,0,0,0,9,107,4,13066,3844,212079,4671,5679,840313,EUW1_7275124164
0,170,56,0,0,76,120,0,0,0,0,1477,1477,18,0,12,0,38,375,0,0,1488,1488,24,0,97,34738,6045,1726,8413,1191,4933,43423,7507,6659,270,270,0,0,0,9,107,4,7025,1326,223538,5072,6080,900321,EUW1_7275124164
0,176,61,0,0,79,123,0,0,0,0,1586,1586,19,0,12,0,40,375,0,0,1128,1511,26,0,516,42376,7332,1726,9067,1191,4933,55443,8822,6659,3999,299,0,0,0,10,120,4,12915,2601,253701,5491,6933,960343,EUW1_7275124164
0,178,66,0,0,82,126,0,0,0,0,1657,1698,20,0,12,0,41,375,0,0,962,1536,28,0,991,51974,7332,1726,9980,1191,5090,66092,8822,6816,4137,299,0,0,0,11,133,4,13522,3958,292904,5966,7656,1020368,EUW1_7275124164
0,179,69,0,0,82,126,0,0,0,0,1209,1698,20,0,12,0,43,375,0,0,428,1536,28,0,1676,61726,7798,1726,10369,1230,5661,76416,9388,7388,4319,360,0,0,0,11,144,4,7882,7232,322812,6651,8210,1080393,EUW1_7275124164
0,182,75,0,0,86,129,0,0,0,0,1199,1814,21,0,12,0,44,375,0,0,353,1561,29,0,2190,66372,8086,1726,10545,1230,5912,81328,9707,7639,4410,391,0,0,0,12,150,4,11209,1405,341516,7165,8756,1140412,EUW1_7275124164
0,190,75,0,0,86,129,0,0,0,0,1167,1814,21,0,12,0,44,590,0,0,1092,1561,29,0,2652,72487,8828,2820,10864,1283,5932,92052,10568,8808,8700,456,55,0,0,12,159,4,394,461,356947,7627,9675,1200431,EUW1_7275124164
0,277,67,0,0,86,129,0,0,0,0,1165,1814,21,0,12,0,36,375,0,0,787,1561,29,0,529,75193,10561,3520,11319,1283,5932,95318,12405,9509,8805,560,55,0,0,12,159,4,4522,11561,367311,8204,9861,1260434,EUW1_7275124164
0,304,82,0,0,90,132,0,0,0,0,0,1934,23,0,14,13,46,375,0,0,366,1587,31,0,20,79672,13475,4912,11479,1395,5932,100068,15544,10959,8917,673,114,0,0,13,160,4,3538,12138,377926,8795,11426,1320446,EUW1_7275124164
0,305,89,0,0,93,136,0,0,0,0,2056,2056,24,0,14,13,48,375,0,0,1250,1614,33,0,142,82609,16412,4912,11479,1395,5932,103046,18521,10959,8957,713,114,0,0,14,160,4,10226,5607,384107,8917,11451,1380447,EUW1_7275124164
0,285,89,0,0,93,136,0,0,0,0,0,2056,24,0,14,13,48,375,0,0,909,1614,33,0,384,91328,17398,6676,11588,1504,6379,111948,19690,13276,9031,787,220,0,0,14,167,4,7514,7124,396269,9158,11853,1440449,EUW1_7275124164
0,285,89,0,0,93,136,0,0,7,0,2055,2056,24,0,14,13,48,375,0,0,1480,1614,33,0,576,95331,17398,6676,11966,1504,6392,116328,19690,13288,9031,787,220,0,0,14,171,4,3857,13224,406022,9351,12253,1500453,EUW1_7275124164
0,285,89,0,0,93,136,0,0,7,0,2056,2056,24,0,14,13,48,375,0,0,955,1614,33,0,977,107776,18982,6676,12257,1504,6392,129106,21314,13288,9071,827,220,0,0,14,184,4,5157,13550,432756,9752,12902,1560474,EUW1_7275124164
0,297,95,0,0,97,139,0,0,7,0,409,2183,25,0,14,13,50,375,0,0,93,1641,35,0,1536,117287,20462,8458,13092,1559,6462,139628,22974,15208,9248,951,287,0,0,15,190,4,6400,13268,457887,10311,13973,1620482,EUW1_7275124164
0,324,95,0,0,97,139,0,0,7,0,2093,2093,25,0,18,19,50,246,0,0,1498,1641,35,0,400,121649,20462,8458,13280,1559,6490,144186,22974,15237,9256,951,287,0,0,15,197,4,7057,7909,466479,10614,14255,1680488,EUW1_7275124164
0,324,95,0,0,97,139,0,0,7,0,2093,2093,25,0,18,19,50,380,0,0,1641,1641,249,0,1004,125618,21329,8458,13755,1559,6490,148652,23841,15237,9278,951,287,0,0,15,200,4,7590,11447,474936,11218,14668,1740500,EUW1_7275124164
0,337,95,0,0,97,139,0,0,15,0,0,2093,25,0,18,44,50,380,0,0,1525,1641,35,0,76,125618,21329,9302,13755,1559,7811,148652,23841,17472,9278,951,358,0,0,15,200,4,8885,9318,477659,11341,14668,1800517,EUW1_7275124164
0,337,95,0,0,97,139,0,0,15,0,1841,2093,25,0,18,44,50,380,0,0,922,1641,35,0,199,130080,22069,9513,13756,1559,7866,153158,24623,17822,9321,994,442,0,0,15,200,4,7632,2609,489268,11463,14668,1860518,EUW1_7275124164
0,337,102,0,0,101,143,0,0,15,0,1473,2223,26,0,18,44,51,380,0,0,1158,1670,37,0,290,136627,25185,10230,14495,1605,7962,160488,27830,18634,9366,1039,442,0,1,16,206,4,4871,5256,511102,11709,15169,1920521,EUW1_7275124164
0,353,102,0,0,101,143,0,0,15,0,906,2223,26,0,18,44,51,380,0,0,500,1670,37,0,701,145229,27376,10311,15084,1687,8608,169825,30189,19362,9512,1125,442,0,1,16,211,4,9811,9888,523394,12120,16263,1980528,EUW1_7275124164
0,341,109,0,0,105,147,0,0,15,0,0,2356,28,0,18,44,53,380,0,0,484,1699,39,0,973,145871,27759,10926,15084,1687,8857,170569,30613,20304,9613,1166,520,0,1,17,211,4,10725,10259,524427,12393,16545,2040529,EUW1_7275124164
0,357,109,0,0,105,147,0,0,15,0,1954,2356,28,0,18,44,53,380,0,0,966,1699,39,0,1389,148884,30771,11370,15371,1905,8857,174121,34095,20748,9865,1419,520,0,1,17,211,4,8787,6781,537109,12808,17145,2100553,EUW1_7275124164
0,357,109,0,0,105,147,0,0,22,0,1978,2356,28,0,18,44,53,380,0,0,774,1699,39,0,1407,149917,30771,11370,15583,1905,8857,175366,34095,20748,9865,1419,520,0,1,17,211,4,8308,7765,538244,12826,17285,2109423,EUW1_7275124164
0,0,25,0,0,25,100,0,0,0,0,595,595,0,0,0,0,31,330,0,0,400,400,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,335,269,0,500,0,0,EUW1_7275124164
0,9,25,0,0,58,100,0,0,0,0,690,690,7,0,0,0,31,330,0,0,400,400,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,5,6565,4615,0,500,0,60017,EUW1_7275124164
0,9,25,0,0,58,100,0,0,0,0,585,702,7,0,0,0,31,330,0,0,363,400,25,0,67,65,65,6,311,137,112,377,203,118,0,0,0,30,0,1,0,5,12366,1250,1937,567,160,120032,EUW1_7275124164
0,29,28,0,0,59,101,0,0,0,0,0,797,8,0,0,0,32,330,0,0,357,420,26,0,23,484,484,188,538,188,956,1124,774,1234,102,102,90,30,0,2,0,5,10374,1395,5690,1073,500,180044,EUW1_7275124164
0,29,31,0,0,61,103,0,0,0,0,771,872,9,0,0,0,33,231,0,0,413,442,27,0,193,484,484,249,660,188,997,1539,774,1337,395,102,90,30,0,3,2,5,10348,3029,5690,1243,763,240066,EUW1_7275124164
0,29,31,0,0,61,103,0,0,0,0,896,896,9,0,0,0,33,355,0,0,407,442,27,0,109,769,769,587,814,280,1525,2269,1166,2203,685,116,90,30,0,3,3,5,11014,1703,9400,1459,924,300144,EUW1_7275124164
0,29,35,0,0,64,104,0,0,0,0,974,974,10,0,0,0,34,420,0,0,465,465,29,0,284,1664,769,587,1254,280,1601,3831,1166,2279,912,116,90,30,0,4,5,5,1924,3448,9400,1634,1285,360148,EUW1_7275124164
0,29,35,0,0,64,104,0,0,0,0,111,1010,93,0,0,0,34,355,0,0,295,465,29,0,785,2105,1210,587,1691,461,2541,5105,1981,3219,1307,309,90,30,0,4,7,5,11025,1524,13043,2135,1623,420149,EUW1_7275124164
0,29,39,0,0,66,106,0,0,0,0,1453,1453,11,0,0,0,35,355,0,0,489,489,31,0,66,2452,1300,587,1758,461,2541,5518,2070,3219,1307,309,90,30,0,5,8,5,5831,3993,15115,2316,1804,480176,EUW1_7275124164
0,29,39,0,0,66,106,0,0,0,0,1413,1535,13,0,0,0,35,355,0,0,251,489,37,0,319,3779,1695,653,1984,553,2666,7190,2576,3410,1426,327,90,50,0,5,13,5,10974,1405,17085,2569,2125,540212,EUW1_7275124164
0,30,43,0,0,68,108,0,0,0,0,339,1645,14,0,0,0,37,355,0,0,20,514,39,0,1058,4587,2070,1583,2380,883,3180,8395,3280,5024,1426,327,260,50,0,6,13,5,8447,1071,19123,3308,2630,600236,EUW1_7275124164
0,76,43,0,0,68,108,0,0,0,0,1644,1657,14,0,0,0,37,355,0,0,372,514,39,0,415,5026,2159,1583,2380,883,3241,8901,3437,5085,1494,395,260,50,0,6,13,5,4892,9063,26004,3515,2656,660248,EUW1_7275124164
0,78,43,0,0,68,108,0,0,0,0,1651,1681,14,0,0,0,37,355,0,0,289,514,39,0,736,5712,2535,1649,2761,1144,3512,10076,4184,5422,1603,504,260,50,0,6,16,5,11935,4365,29044,3851,3033,720272,EUW1_7275124164
0,78,43,0,0,68,108,0,0,0,0,1731,1731,14,0,0,0,37,355,0,0,507,514,39,0,393,5712,2535,1649,2767,1144,3512,10082,4184,5422,1603,504,260,50,0,6,17,5,9184,3874,29044,4038,3033,780298,EUW1_7275124164
0,78,47,0,0,71,110,0,0,0,0,0,1919,18,0,0,0,38,355,0,0,279,540,48,0,687,6162,2791,2128,2811,1188,5256,10617,4525,7709,1643,544,324,50,0,7,17,5,13365,3269,40105,4332,3305,840313,EUW1_7275124164
0,81,47,0,0,71,110,0,0,0,0,1919,1919,18,0,12,0,38,375,0,0,540,540,48,0,124,6162,2791,2128,2815,1188,5256,10621,4525,7709,1643,544,324,50,0,7,18,5,9355,5398,40105,4514,3380,900321,EUW1_7275124164
0,107,47,0,0,71,110,0,0,0,0,1943,1943,18,0,12,0,38,375,0,0,540,540,48,0,177,6492,3121,3076,2815,1188,6362,11141,5045,9886,1833,735,447,50,0,7,18,5,2107,4282,55043,4967,3820,960343,EUW1_7275124164
0,109,47,0,0,71,110,0,0,0,0,1400,1967,18,0,12,0,38,375,0,0,475,540,48,0,404,7519,3708,3649,2911,1278,6362,12500,5957,10511,2068,969,498,50,0,7,19,5,12360,5660,72111,5199,4045,1020368,EUW1_7275124164
0,110,54,0,0,73,112,0,0,0,0,1616,2083,20,0,12,0,41,375,0,0,432,567,51,0,606,8065,4037,3649,2911,1278,6561,13045,6286,10709,2068,969,498,50,0,8,19,5,7357,6100,80595,5401,4213,1080393,EUW1_7275124164
0,113,54,0,0,73,112,0,0,0,0,1986,2095,20,0,12,0,41,375,0,0,561,567,51,0,859,8283,4255,3649,2912,1278,6561,13292,6528,10709,2096,994,498,50,0,8,20,5,9485,1650,83844,5659,4647,1140412,EUW1_7275124164
0,117,59,0,0,76,114,0,0,0,0,2215,2215,22,0,12,0,43,590,0,0,595,595,53,0,1321,11550,5328,4006,3079,1369,6790,16798,7765,11296,2169,1067,498,50,0,9,23,5,394,461,137282,6121,5711,1200431,EUW1_7275124164
0,147,59,0,0,76,114,0,0,0,0,0,2451,22,0,12,0,43,375,0,0,378,595,53,0,291,13135,6699,5511,3215,1462,7941,18651,9361,14194,2301,1199,741,50,0,9,23,5,3635,11282,156119,6391,6018,1260434,EUW1_7275124164
0,157,65,0,0,78,116,0,0,0,0,2550,2550,24,0,14,0,45,375,0,0,624,624,56,0,499,13135,6699,5511,3215,1462,7941,18653,9361,14194,2303,1199,741,50,0,10,23,5,10484,5409,156119,6599,6878,1320446,EUW1_7275124164
0,158,65,0,0,78,116,0,0,0,0,0,2586,24,0,14,0,45,375,0,0,265,624,56,0,756,14122,7686,7720,3259,1504,8668,19714,10420,17193,2332,1228,805,50,0,10,25,5,13254,5811,173915,6866,7292,1380447,EUW1_7275124164
0,168,70,0,0,81,118,0,0,0,0,2700,2700,25,0,14,0,47,375,0,0,476,654,59,0,408,15863,7822,7720,3422,1504,8668,21647,10585,17193,2361,1257,805,50,0,11,25,5,8389,8072,184580,7018,7480,1440449,EUW1_7275124164
0,168,70,0,0,81,118,0,0,7,0,2700,2700,25,0,14,0,47,375,0,0,654,654,59,0,586,15863,7822,7720,3423,1504,8668,21648,10585,17193,2361,1257,805,50,0,11,26,5,2767,11477,184580,7201,7643,1500453,EUW1_7275124164
0,168,70,0,0,81,118,0,0,7,0,2712,2712,25,0,14,0,47,375,0,0,654,654,59,0,738,16113,8072,7720,3425,1504,8668,21931,10866,17193,2392,1288,805,50,0,11,26,5,6226,10722,187090,7353,7643,1560474,EUW1_7275124164
0,178,70,0,0,81,118,0,0,7,0,0,2848,25,0,14,0,47,375,0,0,223,654,59,0,329,18502,9309,8754,3468,1547,11057,24458,12242,20617,2488,1384,805,50,0,11,29,5,6117,13763,196625,7744,8418,1620482,EUW1_7275124164
0,178,70,0,0,81,118,0,0,7,0,2848,2848,25,0,14,0,47,375,0,0,654,654,59,0,481,18502,9309,8754,3468,1547,11057,24458,12242,20617,2488,1384,805,50,0,11,29,5,6492,8422,196625,7896,8467,1680488,EUW1_7275124164
0,178,75,0,0,84,120,0,0,7,0,2966,2966,27,0,14,0,49,375,0,0,685,685,181,0,670,19248,9649,8754,3474,1547,11057,25242,12613,20617,2519,1415,805,50,0,12,30,5,8842,9843,203170,8085,8617,1740500,EUW1_7275124164
0,198,75,0,0,84,120,0,0,15,0,0,3014,27,0,14,0,49,375,0,0,509,685,62,0,518,22736,12295,10626,3477,1547,13241,28951,15476,24673,2737,1633,805,50,0,12,31,5,4286,9990,228905,8338,9013,1800517,EUW1_7275124164
0,198,75,0,0,84,120,0,0,15,0,3026,3026,27,0,14,0,49,375,0,0,685,685,62,0,700,22783,12342,10626,3479,1547,13241,29000,15523,24673,2737,1633,805,50,0,12,32,5,7666,4019,232579,8525,9013,1860518,EUW1_7275124164
0,198,75,0,0,84,120,0,0,15,0,3050,3050,27,0,14,0,49,375,0,0,546,685,62,0,878,24296,13751,10626,3480,1547,13241,30514,16932,24673,2737,1633,805,50,0,12,33,5,5464,5063,246684,8708,9334,1920521,EUW1_7275124164
0,198,81,0,0,87,123,0,0,15,0,1267,3232,29,0,14,0,50,375,0,0,423,717,65,0,1453,26249,15379,11224,3595,1656,15534,33001,19017,27565,3156,1981,805,50,0,13,35,5,10052,9844,258971,9293,10694,1980528,EUW1_7275124164
0,218,107,0,0,87,123,0,0,15,0,3232,3232,29,0,14,0,50,666,0,0,717,717,65,0,330,26249,15379,11836,3595,1656,16187,33001,19017,28862,3156,1981,838,50,0,13,35,5,994,730,258971,9445,11147,2040529,EUW1_7275124164
0,218,113,0,0,90,125,0,0,15,0,1919,3416,31,0,14,0,52,375,0,0,451,750,68,0,1404,27756,16886,13652,3731,1789,17749,35304,21317,32609,3816,2641,1207,50,0,14,35,5,11672,4342,283165,10519,12083,2100553,EUW1_7275124164
0,218,113,0,0,90,125,0,0,22,0,1946,3416,31,0,14,0,52,375,0,0,509,750,68,0,1451,27756,16886,13652,3735,1789,17749,35308,21317,32609,3816,2641,1207,50,0,14,36,5,11081,4767,283165,10571,12193,2109423,EUW1_7275124164
0,0,35,0,0,25,100,0,0,0,0,660,660,0,0,0,0,28,345,0,0,0,100,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,14500,14511,0,500,0,0,EUW1_7275124164
0,0,35,0,0,89,103,0,0,0,0,746,750,16,3,0,0,28,531,0,0,0,100,0,0,5,0,0,43,1,0,0,1,0,53,0,0,10,0,0,1,0,6,14340,14391,0,505,0,60017,EUW1_7275124164
0,0,35,0,0,94,103,0,0,0,0,667,750,16,3,0,0,28,345,0,0,45,100,0,0,109,0,0,43,819,129,118,819,129,171,0,0,10,0,0,1,3,6,2599,12774,0,609,215,120032,EUW1_7275124164
0,0,42,0,0,95,107,0,0,0,0,219,933,18,3,0,0,31,345,0,0,51,100,0,0,407,0,0,43,2889,677,1096,2889,677,1150,0,0,10,0,0,3,13,6,3904,13679,1503,907,768,180044,EUW1_7275124164
0,0,46,0,0,124,112,0,0,0,0,1031,1031,19,3,0,0,32,345,0,0,0,100,0,0,62,0,0,43,6986,1157,1468,6986,1157,1631,0,0,120,0,0,4,25,6,13427,14306,2872,1587,1621,240066,EUW1_7275124164
0,0,51,0,0,127,114,0,0,0,0,1118,1132,20,3,0,0,34,345,0,0,66,100,0,0,466,0,0,43,11394,1376,1753,11394,1376,1917,0,0,120,0,0,5,38,6,3269,10394,11034,1991,2269,300144,EUW1_7275124164
0,0,55,0,0,131,116,0,0,0,0,1372,1388,21,3,0,0,36,345,0,0,92,100,0,0,29,551,99,43,14735,2339,3525,15287,2438,3688,0,0,120,0,0,6,43,6,10841,13859,12838,2204,2669,360148,EUW1_7275124164
0,0,55,0,0,131,119,0,0,0,0,1388,1388,21,3,0,0,36,459,0,0,0,100,0,0,193,551,99,489,16533,3026,4684,17085,3126,5388,0,0,215,0,2,6,43,6,8574,13982,12838,2368,2747,420149,EUW1_7275124164
0,0,60,0,0,134,123,0,0,0,0,1179,1497,23,3,0,0,37,345,0,0,38,100,0,0,535,551,99,489,20289,3026,5095,20840,3126,5799,0,0,215,0,2,7,53,6,1197,10530,12838,2710,3455,480176,EUW1_7275124164
0,0,65,0,0,155,127,0,0,0,0,1756,1861,24,3,0,0,39,345,0,0,0,100,0,0,22,1679,377,489,27695,4088,6888,29567,4466,7592,192,0,215,0,2,8,65,6,9482,13950,14407,3612,4396,540212,EUW1_7275124164
0,0,70,0,0,159,132,0,0,0,0,1242,1978,26,3,0,0,41,345,0,0,9,100,0,0,430,1679,377,489,35048,4431,8103,36920,4809,8807,192,0,215,0,2,9,78,6,3772,10303,14407,4020,5044,600236,EUW1_7275124164
0,0,70,0,0,179,171,0,0,0,0,1978,1978,15,3,0,0,41,451,0,0,39,100,0,0,1297,2443,609,775,45274,6071,10149,48006,6680,11449,288,0,524,0,2,9,91,6,4779,9717,18685,4887,6111,660248,EUW1_7275124164
0,0,75,0,0,163,139,0,0,29,0,2089,2099,27,3,0,0,63,390,0,0,0,100,0,0,139,2443,609,1090,45536,6334,10706,49653,8328,13774,1672,1384,1977,0,2,10,91,6,3576,13298,18685,5104,6214,720272,EUW1_7275124164
0,0,75,0,0,165,139,0,0,29,0,2016,2099,27,3,0,0,63,390,0,0,41,100,0,0,776,2443,609,1090,55651,6334,11559,59864,8328,14626,1768,1384,1977,0,2,10,110,6,1908,11671,18685,5741,7212,780298,EUW1_7275124164
0,0,80,0,0,170,142,0,0,29,0,0,2224,29,3,0,0,65,390,0,0,100,100,0,0,1192,2588,753,1090,64534,6815,14842,69035,8953,18093,1912,1384,2161,0,2,11,123,6,1080,10278,19570,6157,7885,840313,EUW1_7275124164
0,0,80,0,0,200,142,0,0,29,0,1463,2474,29,3,0,0,65,410,0,0,46,100,0,0,233,2588,753,1090,65945,6917,15897,70446,9055,19149,1912,1384,2161,0,2,11,127,6,1611,12378,19570,6348,8038,900321,EUW1_7275124164
0,0,86,0,0,212,145,0,0,29,0,0,2602,30,3,0,0,68,390,0,0,35,100,0,0,631,3787,990,1296,72367,8511,19115,78067,10887,22600,1912,1384,2188,0,2,12,139,6,2072,12374,22810,6746,8686,960343,EUW1_7275124164
0,0,86,0,0,190,145,0,0,29,0,2752,2752,30,3,0,0,68,410,0,0,3,100,0,0,786,3787,990,1296,76820,8511,19235,82521,10887,22720,1912,1384,2188,0,2,12,147,6,1134,10678,28807,7301,9048,1020368,EUW1_7275124164
0,0,91,0,0,194,148,0,0,29,0,1795,2885,32,3,0,0,70,410,0,0,27,100,0,0,2228,5743,1601,1296,90178,9773,21448,98254,12760,25223,2332,1384,2478,0,2,13,162,6,1322,6645,32181,8744,10160,1080393,EUW1_7275124164
0,0,91,0,0,224,148,0,0,29,0,2351,3085,32,3,0,0,70,390,0,0,0,100,0,0,1272,5743,1601,2518,96208,11411,21729,104284,14398,26726,2332,1384,2478,0,2,13,168,6,4865,11567,34628,9737,10768,1140412,EUW1_7275124164
0,0,91,0,0,249,148,0,0,29,0,3085,3085,32,3,0,0,70,390,0,0,3,100,0,0,694,5743,1601,2518,99052,11411,21729,107128,14398,26726,2332,1384,2478,0,2,13,174,6,2802,11580,34628,10034,11140,1200431,EUW1_7275124164
0,0,91,0,0,249,148,0,0,29,0,215,3085,32,3,0,0,70,390,0,0,100,100,0,0,1183,5977,1752,4953,104564,12005,23362,112874,15142,31005,2332,1384,2689,0,2,13,177,6,3801,11419,34628,10523,11309,1260434,EUW1_7275124164
0,0,97,0,0,269,151,0,0,29,0,3321,3321,34,3,0,0,72,410,0,0,40,100,0,0,660,5977,1752,4953,108085,12005,23362,116394,15142,31005,2332,1384,2689,0,2,14,183,6,5031,13048,34628,10750,11586,1320446,EUW1_7275124164
